x;y;
0;50.6989;1;50.7029;2;50.7007;3;50.6963;4;50.7013;5;50.6982;6;50.6989;7;50.7007;8;50.7004;9;50.6976;10;50.6969;11;50.7026;12;50.7009;13;50.698;14;50.7022;15;50.7002;16;50.7031;17;50.7044;18;50.6914;19;50.7044;20;50.7024;21;50.7033;22;50.7066;23;50.7055;24;50.7022;25;50.7022;26;50.6936;27;50.6998;28;50.6996;29;50.6967;30;50.6971;31;50.7081;32;50.7079;33;50.6956;34;50.7002;35;50.6982;36;50.6985;37;50.7013;38;50.7015;39;50.6941;40;50.6996;41;50.7038;42;50.7038;43;50.702;44;50.6923;45;50.706;46;50.7004;47;50.6985;48;50.7035;49;50.6987;50;50.7018;51;50.6974;52;50.6932;53;50.7007;54;50.6965;55;50.6987;56;50.7062;57;50.702;58;50.7046;59;50.6971;60;50.7044;61;50.6963;62;50.6996;63;50.7005;64;50.7007;65;50.7013;66;50.7007;67;50.6971;68;50.6936;69;50.7024;70;50.6914;71;50.6952;72;50.6943;73;50.6956;74;50.7;75;50.7046;76;50.6991;77;50.6996;78;50.7015;79;50.7051;80;50.7002;81;50.6974;82;50.7009;83;50.7013;84;50.6941;85;50.7015;86;50.6978;87;50.7042;88;50.7027;89;50.7077;90;50.7007;91;50.6998;92;50.7073;93;50.702;94;50.6996;95;50.7064;96;50.6963;97;50.6989;98;50.7055;99;50.698;100;50.704;101;50.7013;102;50.7026;103;50.6952;104;50.7048;105;50.7048;106;50.6936;107;50.6989;108;50.7013;109;50.6936;110;50.7018;111;50.7009;112;50.7044;113;50.6958;114;50.6919;115;50.7004;116;50.6886;117;50.6888;118;50.6991;119;50.7042;120;50.6971;121;50.702;122;50.6954;123;50.6987;124;50.6991;125;50.6983;126;50.7048;127;50.7033;128;50.6978;129;50.7;130;50.7048;131;50.6864;132;50.6941;133;50.7042;134;50.7024;135;50.6991;136;50.6956;137;50.6971;
